"Town/County","FIPS","Year","NAICS Code","Industry Name","Rank","Measure Type","Variable","Value"
"Berlin","0900304300",2014,"62","Health Care and Social Assistance",2,"Number","Annual Average Employment",743.42
"Berlin","0900304300",2014,"62","Health Care and Social Assistance",2,"US Dollars","Annual Average Wage",32318
"Berlin","0900304300",2014,"62","Health Care and Social Assistance",2,"Number","Number of Employers",55
"Berlin","0900304300",2014,"42","Wholesale Trade",3,"Number","Annual Average Employment",652.17
"Berlin","0900304300",2014,"42","Wholesale Trade",3,"US Dollars","Annual Average Wage",69505.7
"Berlin","0900304300",2014,"42","Wholesale Trade",3,"Number","Number of Employers",67
"Berlin","0900304300",2015,"23","Construction",-1,"Number","Annual Average Employment",669.42
"Berlin","0900304300",2015,"23","Construction",-1,"US Dollars","Annual Average Wage",68535.1
"Berlin","0900304300",2015,"23","Construction",-1,"Number","Number of Employers",70
"Berlin","0900304300",2015,"31-33","Manufacturing",-1,"Number","Annual Average Employment",2106.08
"Berlin","0900304300",2015,"31-33","Manufacturing",-1,"US Dollars","Annual Average Wage",66394.3
"Berlin","0900304300",2015,"31-33","Manufacturing",-1,"Number","Number of Employers",90
"Berlin","0900304300",2015,"44-45","Retail Trade",-1,"Number","Annual Average Employment",1450.67
"Berlin","0900304300",2015,"44-45","Retail Trade",-1,"US Dollars","Annual Average Wage",30553.9
"Berlin","0900304300",2015,"44-45","Retail Trade",-1,"Number","Number of Employers",74
"Berlin","0900304300",2015,"","Total - All Industries",-1,"Number","Annual Average Employment",11692.5
"Berlin","0900304300",2015,"","Total - All Industries",-1,"US Dollars","Annual Average Wage",57017.6
"Berlin","0900304300",2015,"","Total - All Industries",-1,"Number","Number of Employers",728
"Berlin","0900304300",2015,"","Total Government",-1,"Number","Annual Average Employment",867.25
"Berlin","0900304300",2015,"","Total Government",-1,"US Dollars","Annual Average Wage",55628
"Berlin","0900304300",2015,"","Total Government",-1,"Number","Number of Employers",21
"Berlin","0900304300",2015,"","Local/Municipal Government",1,"Number","Annual Average Employment",842.08
"Berlin","0900304300",2015,"","Local/Municipal Government",1,"US Dollars","Annual Average Wage",55678.9
"Berlin","0900304300",2015,"","Local/Municipal Government",1,"Number","Number of Employers",18
"Berlin","0900304300",2015,"56","Administrative and Waste Services",2,"Number","Annual Average Employment",829.5
"Berlin","0900304300",2015,"56","Administrative and Waste Services",2,"US Dollars","Annual Average Wage",39610.8
"Berlin","0900304300",2015,"56","Administrative and Waste Services",2,"Number","Number of Employers",49
"Berlin","0900304300",2015,"62","Health Care and Social Assistance",3,"Number","Annual Average Employment",727.25
"Berlin","0900304300",2015,"62","Health Care and Social Assistance",3,"US Dollars","Annual Average Wage",33332.1
"Berlin","0900304300",2015,"62","Health Care and Social Assistance",3,"Number","Number of Employers",55
"Bethany","0900904580",2014,"23","Construction",-1,"Number","Annual Average Employment",76.58
"Bethany","0900904580",2014,"23","Construction",-1,"US Dollars","Annual Average Wage",42522.4
"Bethany","0900904580",2014,"23","Construction",-1,"Number","Number of Employers",20
"Bethany","0900904580",2014,"31-33","Manufacturing",-1,"Number","Annual Average Employment",269.33
"Bethany","0900904580",2014,"31-33","Manufacturing",-1,"US Dollars","Annual Average Wage",79505.7
"Bethany","0900904580",2014,"31-33","Manufacturing",-1,"Number","Number of Employers",11
"Bethany","0900904580",2014,"44-45","Retail Trade",-1,"Number","Annual Average Employment",47.5
"Bethany","0900904580",2014,"44-45","Retail Trade",-1,"US Dollars","Annual Average Wage",20846.2
"Bethany","0900904580",2014,"44-45","Retail Trade",-1,"Number","Number of Employers",11
"Bethany","0900904580",2014,"","Total - All Industries",-1,"Number","Annual Average Employment",1172.67
"Bethany","0900904580",2014,"","Total - All Industries",-1,"US Dollars","Annual Average Wage",50023
"Bethany","0900904580",2014,"","Total - All Industries",-1,"Number","Number of Employers",146
"Bethany","0900904580",2014,"","Total Government",-1,"Number","Annual Average Employment",255.58
"Bethany","0900904580",2014,"","Total Government",-1,"US Dollars","Annual Average Wage",53633.9
"Bethany","0900904580",2014,"","Total Government",-1,"Number","Number of Employers",10
"Bethany","0900904580",2014,"","Local/Municipal Government",1,"Number","Annual Average Employment",196.5
"Bethany","0900904580",2014,"","Local/Municipal Government",1,"US Dollars","Annual Average Wage",48185.6
"Bethany","0900904580",2014,"","Local/Municipal Government",1,"Number","Number of Employers",9
"Bethany","0900904580",2014,"62","Health Care and Social Assistance",2,"Number","Annual Average Employment",125
"Bethany","0900904580",2014,"62","Health Care and Social Assistance",2,"US Dollars","Annual Average Wage",23904.8
"Bethany","0900904580",2014,"62","Health Care and Social Assistance",2,"Number","Number of Employers",12
"Bethany","0900904580",2014,"54","Professional, Scientific, and Technical Services",3,"Number","Annual Average Employment",85.75
"Bethany","0900904580",2014,"54","Professional, Scientific, and Technical Services",3,"US Dollars","Annual Average Wage",59689.9
"Bethany","0900904580",2014,"54","Professional, Scientific, and Technical Services",3,"Number","Number of Employers",19
"Bethany","0900904580",2015,"23","Construction",-1,"Number","Annual Average Employment",68
"Bethany","0900904580",2015,"23","Construction",-1,"US Dollars","Annual Average Wage",45009
"Bethany","0900904580",2015,"23","Construction",-1,"Number","Number of Employers",19
"Bethany","0900904580",2015,"31-33","Manufacturing",-1,"Number","Annual Average Employment",288.33
"Bethany","0900904580",2015,"31-33","Manufacturing",-1,"US Dollars","Annual Average Wage",80322.9
"Bethany","0900904580",2015,"31-33","Manufacturing",-1,"Number","Number of Employers",10
"Bethany","0900904580",2015,"44-45","Retail Trade",-1,"Number","Annual Average Employment",51.08
"Bethany","0900904580",2015,"44-45","Retail Trade",-1,"US Dollars","Annual Average Wage",22799.2
"Bethany","0900904580",2015,"44-45","Retail Trade",-1,"Number","Number of Employers",13
"Bethany","0900904580",2015,"","Total - All Industries",-1,"Number","Annual Average Employment",1229.42
"Bethany","0900904580",2015,"","Total - All Industries",-1,"US Dollars","Annual Average Wage",51216.9
"Bethany","0900904580",2015,"","Total - All Industries",-1,"Number","Number of Employers",153
"Bethany","0900904580",2015,"","Total Government",-1,"Number","Annual Average Employment",251.33
"Bethany","0900904580",2015,"","Total Government",-1,"US Dollars","Annual Average Wage",55632.4
"Bethany","0900904580",2015,"","Total Government",-1,"Number","Number of Employers",10
"Bethany","0900904580",2015,"","Local/Municipal Government",1,"Number","Annual Average Employment",191.58
"Bethany","0900904580",2015,"","Local/Municipal Government",1,"US Dollars","Annual Average Wage",50580.7
"Bethany","0900904580",2015,"","Local/Municipal Government",1,"Number","Number of Employers",9
"Bethany","0900904580",2015,"62","Health Care and Social Assistance",2,"Number","Annual Average Employment",117.5
"Bethany","0900904580",2015,"62","Health Care and Social Assistance",2,"US Dollars","Annual Average Wage",26401.8
"Bethany","0900904580",2015,"62","Health Care and Social Assistance",2,"Number","Number of Employers",12
"Bethany","0900904580",2015,"54","Professional, Scientific, and Technical Services",3,"Number","Annual Average Employment",87.75
"Bethany","0900904580",2015,"54","Professional, Scientific, and Technical Services",3,"US Dollars","Annual Average Wage",65664.3
"Bethany","0900904580",2015,"54","Professional, Scientific, and Technical Services",3,"Number","Number of Employers",20
"Bethel","0900104720",2014,"23","Construction",-1,"Number","Annual Average Employment",421.08
"Bethel","0900104720",2014,"23","Construction",-1,"US Dollars","Annual Average Wage",56254.9
"Bethel","0900104720",2014,"23","Construction",-1,"Number","Number of Employers",84
"Bethel","0900104720",2014,"31-33","Manufacturing",-1,"Number","Annual Average Employment",1189.08
"Bethel","0900104720",2014,"31-33","Manufacturing",-1,"US Dollars","Annual Average Wage",68985.3
"Bethel","0900104720",2014,"31-33","Manufacturing",-1,"Number","Number of Employers",52
"Bethel","0900104720",2014,"44-45","Retail Trade",-1,"Number","Annual Average Employment",943.83
"Bethel","0900104720",2014,"44-45","Retail Trade",-1,"US Dollars","Annual Average Wage",32499.1
"Bethel","0900104720",2014,"44-45","Retail Trade",-1,"Number","Number of Employers",63
"Bethel","0900104720",2014,"","Total - All Industries",-1,"Number","Annual Average Employment",7053.75
"Bethel","0900104720",2014,"","Total - All Industries",-1,"US Dollars","Annual Average Wage",54178
"Bethel","0900104720",2014,"","Total - All Industries",-1,"Number","Number of Employers",637
"Bethel","0900104720",2014,"","Total Government",-1,"Number","Annual Average Employment",744.25
"Bethel","0900104720",2014,"","Total Government",-1,"US Dollars","Annual Average Wage",55993.6
"Bethel","0900104720",2014,"","Total Government",-1,"Number","Number of Employers",20
"Bethel","0900104720",2014,"62","Health Care and Social Assistance",1,"Number","Annual Average Employment",1068.42
"Bethel","0900104720",2014,"62","Health Care and Social Assistance",1,"US Dollars","Annual Average Wage",33868.3
"Bethel","0900104720",2014,"62","Health Care and Social Assistance",1,"Number","Number of Employers",44
"Bethel","0900104720",2014,"","Local/Municipal Government",2,"Number","Annual Average Employment",704.67
"Bethel","0900104720",2014,"","Local/Municipal Government",2,"US Dollars","Annual Average Wage",55587.7
"Bethel","0900104720",2014,"","Local/Municipal Government",2,"Number","Number of Employers",17
"Bethel","0900104720",2014,"72","Accommodation and Food Services",3,"Number","Annual Average Employment",536.67
"Bethel","0900104720",2014,"72","Accommodation and Food Services",3,"US Dollars","Annual Average Wage",17141.6
"Bethel","0900104720",2014,"72","Accommodation and Food Services",3,"Number","Number of Employers",57
"Bethel","0900104720",2015,"23","Construction",-1,"Number","Annual Average Employment",428.5
"Bethel","0900104720",2015,"23","Construction",-1,"US Dollars","Annual Average Wage",58793.3
"Bethel","0900104720",2015,"23","Construction",-1,"Number","Number of Employers",86
"Bethel","0900104720",2015,"31-33","Manufacturing",-1,"Number","Annual Average Employment",1118.58
"Bethel","0900104720",2015,"31-33","Manufacturing",-1,"US Dollars","Annual Average Wage",66698.4
"Bethel","0900104720",2015,"31-33","Manufacturing",-1,"Number","Number of Employers",53
"Bethel","0900104720",2015,"44-45","Retail Trade",-1,"Number","Annual Average Employment",924.67
"Bethel","0900104720",2015,"44-45","Retail Trade",-1,"US Dollars","Annual Average Wage",33363
"Bethel","0900104720",2015,"44-45","Retail Trade",-1,"Number","Number of Employers",59
"Bethel","0900104720",2015,"","Total - All Industries",-1,"Number","Annual Average Employment",7182.06
"Bethel","0900104720",2015,"","Total - All Industries",-1,"US Dollars","Annual Average Wage",54735.5
"Bethel","0900104720",2015,"","Total - All Industries",-1,"Number","Number of Employers",650
"Bethel","0900104720",2015,"","Total Government",-1,"Number","Annual Average Employment",737.33
"Bethel","0900104720",2015,"","Total Government",-1,"US Dollars","Annual Average Wage",57207.3
"Bethel","0900104720",2015,"","Total Government",-1,"Number","Number of Employers",20
"Bethel","0900104720",2015,"62","Health Care and Social Assistance",1,"Number","Annual Average Employment",1212
"Bethel","0900104720",2015,"62","Health Care and Social Assistance",1,"US Dollars","Annual Average Wage",47451.6
"Bethel","0900104720",2015,"62","Health Care and Social Assistance",1,"Number","Number of Employers",44
"Bethel","0900104720",2015,"","Local/Municipal Government",2,"Number","Annual Average Employment",696.67
"Bethel","0900104720",2015,"","Local/Municipal Government",2,"US Dollars","Annual Average Wage",56773.5
"Bethel","0900104720",2015,"","Local/Municipal Government",2,"Number","Number of Employers",17
"Bethel","0900104720",2015,"72","Accommodation and Food Services",3,"Number","Annual Average Employment",555.17
"Bethel","0900104720",2015,"72","Accommodation and Food Services",3,"US Dollars","Annual Average Wage",18694.3
"Bethel","0900104720",2015,"72","Accommodation and Food Services",3,"Number","Number of Employers",58
"Bethlehem","0900504930",2014,"23","Construction",-1,"Number","Annual Average Employment",112.08
"Bethlehem","0900504930",2014,"23","Construction",-1,"US Dollars","Annual Average Wage",45946.9
"Bethlehem","0900504930",2014,"23","Construction",-1,"Number","Number of Employers",23
"Bethlehem","0900504930",2014,"31-33","Manufacturing",-1,"Number","Annual Average Employment",-9999
"Bethlehem","0900504930",2014,"31-33","Manufacturing",-1,"US Dollars","Annual Average Wage",-9999
"Bethlehem","0900504930",2014,"31-33","Manufacturing",-1,"Number","Number of Employers",-9999
"Bethlehem","0900504930",2014,"44-45","Retail Trade",-1,"Number","Annual Average Employment",46.58
"Bethlehem","0900504930",2014,"44-45","Retail Trade",-1,"US Dollars","Annual Average Wage",19064.6
"Bethlehem","0900504930",2014,"44-45","Retail Trade",-1,"Number","Number of Employers",6
"Bethlehem","0900504930",2014,"","Total - All Industries",-1,"Number","Annual Average Employment",707.17
"Bethlehem","0900504930",2014,"","Total - All Industries",-1,"US Dollars","Annual Average Wage",35232.5
"Bethlehem","0900504930",2014,"","Total - All Industries",-1,"Number","Number of Employers",103
"Bethlehem","0900504930",2014,"","Total Government",-1,"Number","Annual Average Employment",100.25
"Bethlehem","0900504930",2014,"","Total Government",-1,"US Dollars","Annual Average Wage",40257.1
"Bethlehem","0900504930",2014,"","Total Government",-1,"Number","Number of Employers",6
"Bethlehem","0900504930",2014,"62","Health Care and Social Assistance",1,"Number","Annual Average Employment",193
"Bethlehem","0900504930",2014,"62","Health Care and Social Assistance",1,"US Dollars","Annual Average Wage",35413.3
"Bethlehem","0900504930",2014,"62","Health Care and Social Assistance",1,"Number","Number of Employers",7
